person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,OTHER_DEBT,TIME_WITH_BANK,LOAN_PERIOD in days,,
25,180000,MORTGAGE,3,VENTURE,B,9950,11.26,0,0.06,N,2,66689.85974,2,666,,
23,15000,OWN,7,MEDICAL,B,4475,,1,0.3,N,4,42757.43051,6,427,,
23,78000,RENT,2,VENTURE,D,25000,16.32,1,0.32,Y,3,66084.44858,8,660,,
25,66300,RENT,3,MEDICAL,E,25000,17.93,1,0.32,Y,4,97768.97264,3,977,,
23,90000,RENT,0,DEBTCONSOLIDATION,B,25000,11.36,0,0.28,N,3,6494.391802,2,649,,
24,79000,RENT,9,DEBTCONSOLIDATION,D,25000,14.96,1,0.32,Y,4,88360.18089,4,883,,
24,91800,RENT,4,PERSONAL,C,25000,13.43,0,0.27,Y,3,36147.27429,6,361,,
25,92000,RENT,6,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,N,3,27820.65554,2,278,,
24,92000,RENT,1,VENTURE,C,25000,12.73,0,0.27,Y,4,5683.16798,3,568,,
23,93600,RENT,3,VENTURE,D,25000,15.21,0,0.27,N,4,62207.34718,3,622,,
23,15000,MORTGAGE,1,MEDICAL,C,1750,12.68,0,0.12,Y,3,94589.64225,7,945,,
23,70550,RENT,3,MEDICAL,F,25000,19.04,1,0.3,Y,4,26985.09552,2,269,,
25,83800,RENT,2,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3,49203.19963,1,492,,
26,175000,MORTGAGE,3,VENTURE,A,2600,8.9,0,0.01,N,4,987.1476144,8,987,,
25,175000,MORTGAGE,10,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2,1509.495683,9,150,,
22,175000,MORTGAGE,6,EDUCATION,B,18000,,0,0.1,N,2,91621.51319,8,916,,
23,175000,MORTGAGE,8,PERSONAL,B,21000,11.99,0,0.12,N,3,94298.6077,7,942,,
23,15000,OWN,4,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,8871.851076,8,887,,
23,15000,OWN,4,VENTURE,B,4600,10.99,1,0.31,N,2,4940.183299,2,494,,
22,88000,RENT,6,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,84911.67339,5,849,,
25,74800,RENT,2,MEDICAL,B,25000,10.99,1,0.28,N,2,25803.82611,8,258,,
25,88000,RENT,0,VENTURE,D,25000,14.96,1,0.28,N,4,47221.65214,8,472,,
25,15000,OWN,2,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,74811.1949,7,748,,
26,88000,RENT,2,VENTURE,D,25000,15.65,1,0.28,N,3,98884.8374,4,988,,
25,100000,RENT,1,VENTURE,B,25000,9.33,0,0.25,N,4,13461.17388,6,134,,
23,15000,MORTGAGE,0,PERSONAL,C,3600,13.47,1,0.24,N,4,68850.64804,9,688,,
24,102400,RENT,8,PERSONAL,B,25000,10.36,0,0.24,N,3,12035.12117,2,120,,
24,92000,RENT,1,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,24772.97914,3,247,,
23,93000,RENT,0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,47450.63388,7,474,,
22,175000,RENT,6,VENTURE,C,3500,11.91,0,0.02,Y,2,22541.1209,2,225,,
23,175000,MORTGAGE,3,EDUCATION,A,7200,8.38,0,0.04,N,3,88006.95366,9,880,,
25,174708,RENT,9,VENTURE,B,9000,10.59,0,0.05,N,3,64937.00267,5,649,,
25,174000,MORTGAGE,2,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3,52378.00795,2,523,,
26,174000,RENT,8,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,90755.50015,5,907,,
25,162000,MORTGAGE,5,DEBTCONSOLIDATION,E,25000,16,1,0.15,Y,3,37153.58007,6,371,,
26,173467,MORTGAGE,10,VENTURE,B,10000,11.71,0,0.06,N,4,75004.45291,9,750,,
21,15000,OWN,0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,47453.4768,2,474,,
25,96000,RENT,2,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,64702.47009,2,647,,
21,15120,MORTGAGE,0,EDUCATION,B,1500,10.59,0,0.1,N,2,17674.84649,5,176,,
24,97908,RENT,8,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,Y,2,10316.84267,5,103,,
26,110000,RENT,3,PERSONAL,C,25000,,0,0.23,Y,2,28810.5146,3,288,,
23,15204,MORTGAGE,7,PERSONAL,A,2800,8.49,1,0.18,N,3,1306.130432,7,130,,
25,159600,RENT,0,PERSONAL,D,30000,17.27,1,0.19,Y,4,23501.17614,3,235,,
24,171500,RENT,6,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,N,4,42498.14969,6,424,,
25,170004,MORTGAGE,3,MEDICAL,B,10000,11.11,0,0.06,N,4,63653.99264,8,636,,
24,158004,RENT,0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2,7104.013719,5,710,,
26,170000,RENT,0,VENTURE,B,13000,12.42,0,0.08,N,3,12993.97485,9,129,,
24,83300,RENT,0,MEDICAL,D,25000,,1,0.26,N,2,81721.14581,3,817,,
24,110000,RENT,7,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,Y,2,98330.20054,3,983,,
22,15360,OWN,7,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3,57492.24107,5,574,,
25,134300,RENT,3,MEDICAL,D,5000,16.49,1,0.03,N,2,11979.49038,3,119,,
25,170000,MORTGAGE,2,EDUCATION,A,20000,7.49,0,0.12,N,2,31951.68692,6,319,,
22,100580,RENT,6,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2,66286.49145,1,662,,
25,113000,RENT,7,MEDICAL,C,25000,12.73,0,0.22,Y,4,19968.16725,2,199,,
24,120000,RENT,8,EDUCATION,B,25000,10.65,0,0.21,N,4,56037.50179,1,560,,
25,120000,RENT,6,MEDICAL,B,25000,10.74,0,0.21,N,2,59862.32856,6,598,,
23,120000,RENT,7,EDUCATION,B,25000,9.99,0,0.21,N,2,49714.52834,8,497,,
24,91800,RENT,5,MEDICAL,D,25000,15.33,1,0.23,Y,2,94866.4149,1,948,,
21,15600,OWN,5,VENTURE,A,1000,7.29,0,0.06,N,4,28951.83757,8,289,,
26,108000,RENT,2,PERSONAL,D,25000,15.05,1,0.23,N,3,21417.32514,6,214,,
26,129996,RENT,6,PERSONAL,B,25000,10.75,0,0.19,N,3,17574.37536,9,175,,
23,130000,RENT,4,EDUCATION,D,25000,16.02,0,0.19,Y,2,50318.39983,8,503,,
23,130000,RENT,7,VENTURE,B,25000,11.49,0,0.19,N,4,34808.84348,5,348,,
25,170000,OWN,4,EDUCATION,B,20000,12.53,0,0.12,N,4,47662.84219,1,476,,
26,170000,MORTGAGE,0,VENTURE,C,12000,13.57,0,0.07,Y,2,13876.14887,7,138,,
22,169000,RENT,1,PERSONAL,B,14000,11.14,0,0.08,N,3,47158.2432,3,471,,
26,168750,RENT,10,MEDICAL,C,24250,12.87,0,0.14,Y,3,46841.55664,9,468,,
23,168600,RENT,3,EDUCATION,B,20000,11.58,0,0.12,N,3,89506.96088,2,895,,
24,168288,RENT,5,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,N,3,74735.50506,6,747,,
25,168000,MORTGAGE,2,PERSONAL,B,35000,10.65,0,0.21,N,2,10698.66388,1,106,,
24,133300,RENT,6,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,N,2,80217.10043,7,802,,
24,15600,OWN,5,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4,53946.85391,9,539,,
24,134000,RENT,8,PERSONAL,D,25000,16.07,0,0.19,Y,3,66588.49011,3,665,,
25,134000,RENT,7,MEDICAL,B,25000,10.62,0,0.19,N,2,95576.92724,6,955,,
25,15600,OWN,0,VENTURE,F,3200,18.09,1,0.21,N,2,26334.04049,8,263,,
25,135000,RENT,5,EDUCATION,B,25000,11.36,0,0.19,N,4,69240.74905,5,692,,
26,135660,RENT,10,DEBTCONSOLIDATION,B,25000,12.53,0,0.18,N,4,60190.6423,5,601,,
25,145000,RENT,0,EDUCATION,B,25000,9.99,0,0.17,N,4,4724.469178,4,472,,
23,150000,RENT,4,EDUCATION,B,25000,10.36,0,0.17,N,3,82328.23283,1,823,,
23,165000,MORTGAGE,3,EDUCATION,A,9600,5.99,0,0.06,N,3,96831.82895,9,968,,
22,153000,MORTGAGE,5,DEBTCONSOLIDATION,D,24000,15.62,1,0.16,Y,2,52589.42363,6,525,,
24,165000,MORTGAGE,5,PERSONAL,B,20000,10.37,0,0.12,N,4,54438.53893,5,544,,
25,165000,MORTGAGE,0,HOMEIMPROVEMENT,F,25000,19.74,0,0.15,N,4,61948.82397,8,619,,
21,165000,MORTGAGE,5,EDUCATION,A,20000,6.91,0,0.12,N,4,91904.83681,1,919,,
23,16000,OWN,7,MEDICAL,A,6000,7.9,1,0.38,N,2,1538.86313,9,153,,
23,16000,MORTGAGE,3,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,Y,4,54558.61216,3,545,,
23,16000,OWN,7,PERSONAL,A,2000,6.39,0,0.13,N,3,47198.02741,2,471,,
23,148000,RENT,1,DEBTCONSOLIDATION,E,25000,14.93,1,0.17,N,3,8745.089158,7,874,,
23,16000,MORTGAGE,1,MEDICAL,C,5600,12.84,1,0.35,N,4,27949.11148,1,279,,
24,16020,OWN,3,VENTURE,E,3625,17.14,1,0.23,Y,2,50165.9212,1,501,,
22,16094,MORTGAGE,2,VENTURE,A,5500,7.14,1,0.34,N,3,75572.36392,2,755,,
25,175000,RENT,2,PERSONAL,A,25000,8.9,0,0.14,N,2,49499.50389,4,494,,
22,16200,OWN,6,PERSONAL,B,2000,12.42,0,0.12,N,3,97847.46775,2,978,,
24,185000,RENT,7,HOMEIMPROVEMENT,C,25000,12.68,0,0.14,Y,2,21048.24011,1,210,,
25,162000,RENT,9,PERSONAL,C,25000,11.03,0,0.15,N,2,86835.7206,7,868,,
26,161000,RENT,10,VENTURE,A,30000,7.9,0,0.19,N,4,78457.07101,7,784,,
22,160000,MORTGAGE,0,MEDICAL,B,35000,10.65,0,0.22,N,4,58046.42056,3,580,,
25,225000,RENT,5,VENTURE,B,25000,11.86,0,0.11,N,4,47466.92677,5,474,,
25,16400,OWN,1,PERSONAL,A,5000,8.94,1,0.3,N,4,88388.2599,3,883,,
23,16500,OWN,6,VENTURE,B,4375,9.63,1,0.27,N,4,81728.41443,3,817,,
25,49500,RENT,6,PERSONAL,C,24750,14.22,1,0.5,N,3,38714.983,8,387,,
23,60000,RENT,4,DEBTCONSOLIDATION,B,24750,9.33,1,0.41,N,3,27332.61288,1,273,,
24,84200,RENT,8,MEDICAL,C,24500,13.85,0,0.29,N,4,29730.03455,7,297,,
22,16800,MORTGAGE,5,EDUCATION,B,2000,10.65,0,0.12,N,2,73859.2914,8,738,,
24,92000,RENT,8,MEDICAL,B,24500,11.46,0,0.27,N,4,74688.4334,4,746,,
23,160000,MORTGAGE,5,PERSONAL,A,35000,7.66,0,0.22,N,2,67874.57918,9,678,,
24,160000,MORTGAGE,9,VENTURE,E,12000,16.77,0,0.07,N,4,63981.83101,1,639,,
25,160000,MORTGAGE,1,PERSONAL,B,12000,9.63,0,0.07,N,4,14167.74439,9,141,,
26,160000,RENT,6,PERSONAL,C,25000,12.23,0,0.16,Y,4,34394.42601,4,343,,
25,125800,MORTGAGE,0,MEDICAL,D,10000,14.09,1,0.07,N,4,68689.02704,5,686,,
25,54000,RENT,2,PERSONAL,C,24250,13.98,1,0.45,N,4,45004.90947,2,450,,
23,62500,RENT,1,EDUCATION,B,24250,10.62,1,0.39,N,4,73486.6282,4,734,,
24,16800,MORTGAGE,,DEBTCONSOLIDATION,A,3900,,1,0.23,N,3,48232.2428,7,482,,
25,68400,RENT,9,PERSONAL,E,24250,17.56,1,0.35,N,4,51594.63844,9,515,,
26,56045,RENT,1,MEDICAL,D,24250,14.96,1,0.37,N,2,15186.65774,8,151,,
22,74000,RENT,7,DEBTCONSOLIDATION,D,24250,15.65,1,0.33,Y,2,12576.68624,3,125,,
24,65453,RENT,9,MEDICAL,D,24250,15.7,1,0.31,N,2,53714.04135,4,537,,
24,89908,RENT,1,VENTURE,B,24250,12.53,0,0.27,N,3,55010.90978,7,550,,
26,78000,RENT,0,HOMEIMPROVEMENT,E,24250,17.56,1,0.31,Y,3,18811.78133,9,188,,
23,100000,RENT,0,PERSONAL,C,24250,12.87,0,0.24,Y,2,98023.72795,5,980,,
23,103000,RENT,6,PERSONAL,D,24250,15.7,0,0.24,N,2,80943.02612,8,809,,
25,160000,MORTGAGE,2,EDUCATION,A,9000,,0,0.06,N,3,32197.36272,9,321,,
25,160000,OWN,5,VENTURE,B,15000,11.14,0,0.09,N,4,27763.49632,7,277,,
24,160000,MORTGAGE,3,VENTURE,D,20000,16,0,0.13,N,3,8920.461391,2,892,,
23,160000,MORTGAGE,2,EDUCATION,D,25000,15.65,0,0.16,Y,2,24588.52845,9,245,,
26,160000,MORTGAGE,0,DEBTCONSOLIDATION,C,13750,,0,0.09,N,4,63522.08767,7,635,,
21,160000,MORTGAGE,3,VENTURE,D,15250,15.31,0,0.1,Y,4,24616.22905,6,246,,
25,160000,MORTGAGE,3,VENTURE,C,20000,13.47,0,0.13,Y,2,24877.8725,5,248,,
22,16800,MORTGAGE,0,HOMEIMPROVEMENT,C,4750,13.85,1,0.28,Y,2,81819.19927,9,818,,
25,111996,RENT,9,PERSONAL,D,24250,,0,0.22,N,3,65652.31169,6,656,,
21,16800,MORTGAGE,0,VENTURE,B,6000,10.39,1,0.36,N,4,91743.95829,9,917,,
25,115200,RENT,0,HOMEIMPROVEMENT,B,24250,11.36,0,0.21,N,2,76539.55052,8,765,,
23,144000,RENT,0,EDUCATION,B,24250,11.83,0,0.17,N,3,91909.30844,8,919,,
23,287000,RENT,3,EDUCATION,B,24250,12.53,0,0.08,N,3,3889.8124,9,388,,
22,108000,RENT,1,HOMEIMPROVEMENT,D,24150,14.96,1,0.22,Y,3,39458.81225,2,394,,
22,43000,RENT,7,DEBTCONSOLIDATION,C,24000,13.85,1,0.56,Y,3,56655.36187,7,566,,
23,47004,RENT,1,VENTURE,B,24000,11.58,1,0.51,N,4,12940.08427,4,129,,
24,48000,RENT,4,VENTURE,D,24000,16.29,1,0.5,Y,2,68277.14475,3,682,,
26,48000,RENT,4,MEDICAL,A,24000,,1,0.5,N,3,50220.27141,1,502,,
21,44964,RENT,2,EDUCATION,D,24000,16.29,1,0.53,Y,2,68427.96644,7,684,,
25,52000,RENT,,PERSONAL,B,24000,10.74,1,0.46,N,2,70562.70702,7,705,,
22,17352,MORTGAGE,,EDUCATION,C,2250,15.27,0,0.13,Y,3,85189.99503,3,851,,
24,47000,RENT,3,PERSONAL,F,24000,17.8,1,0.51,N,2,8475.277837,3,847,,
22,17400,MORTGAGE,6,VENTURE,B,1000,11.36,0,0.06,N,2,64660.59994,5,646,,
22,49000,RENT,2,MEDICAL,E,24000,17.56,1,0.49,N,4,28178.96062,9,281,,
26,60000,RENT,0,PERSONAL,A,24000,7.9,1,0.4,N,4,88094.09435,3,880,,
25,60000,RENT,3,PERSONAL,B,24000,10.99,1,0.4,N,4,46802.94597,6,468,,
22,60000,RENT,0,PERSONAL,A,24000,7.29,1,0.4,N,3,37877.92991,4,378,,
21,60000,RENT,5,MEDICAL,B,24000,10.75,1,0.4,N,2,92876.01905,7,928,,
26,62004,RENT,9,DEBTCONSOLIDATION,A,24000,7.9,1,0.39,N,3,74739.89004,8,747,,
22,62400,RENT,3,EDUCATION,D,24000,14.84,1,0.38,N,2,77284.7424,3,772,,
26,65000,RENT,10,DEBTCONSOLIDATION,A,24000,,1,0.37,N,2,69387.05773,4,693,,
22,17760,MORTGAGE,6,EDUCATION,C,4975,,1,0.28,Y,3,4349.729084,4,434,,
23,59000,RENT,5,DEBTCONSOLIDATION,E,24000,19.69,1,0.41,Y,2,10004.49921,3,100,,
23,66000,RENT,6,VENTURE,A,24000,,1,0.36,N,4,82972.07313,4,829,,
24,60000,RENT,0,VENTURE,D,24000,14.96,1,0.4,N,4,57530.2001,6,575,,
25,66143,RENT,9,EDUCATION,A,24000,6.99,1,0.36,N,3,52480.05277,4,524,,
22,62250,RENT,3,PERSONAL,E,24000,16.45,1,0.39,Y,4,68080.06491,7,680,,
24,70000,RENT,8,EDUCATION,B,24000,10.99,1,0.34,N,4,44151.32977,1,441,,
23,74000,RENT,7,DEBTCONSOLIDATION,B,24000,10.99,1,0.32,N,2,73544.34191,1,735,,
22,18000,OWN,3,PERSONAL,A,3000,7.9,1,0.17,N,4,77337.47933,3,773,,
22,75000,RENT,6,EDUCATION,B,24000,12.69,1,0.32,N,4,92976.98043,7,929,,
24,75000,RENT,9,MEDICAL,B,24000,10.37,1,0.32,N,3,70082.3217,9,700,,
24,75000,RENT,7,HOMEIMPROVEMENT,C,24000,,1,0.32,N,3,95970.90477,3,959,,
26,69000,RENT,0,DEBTCONSOLIDATION,F,24000,15.83,1,0.35,N,3,90009.97364,2,900,,
23,78000,RENT,4,PERSONAL,C,24000,13.92,1,0.31,N,3,17643.29809,8,176,,
22,18000,OWN,,VENTURE,B,2000,11.49,0,0.11,N,3,18042.33615,6,180,,
24,80000,RENT,2,MEDICAL,B,24000,10.25,0,0.3,N,2,60890.86384,3,608,,
22,18000,OWN,1,HOMEIMPROVEMENT,A,3500,7.49,1,0.19,N,4,92261.91,4,922,,
23,18000,OWN,3,EDUCATION,A,4000,5.99,1,0.22,N,2,10789.9743,1,107,,
23,74700,RENT,6,PERSONAL,D,24000,12.92,1,0.32,N,2,9379.11437,8,937,,
26,88596,RENT,3,PERSONAL,B,24000,11.58,0,0.27,N,3,81867.16561,1,818,,
25,95000,RENT,4,EDUCATION,A,24000,8.9,0,0.25,N,2,86613.87773,4,866,,
22,83000,RENT,6,DEBTCONSOLIDATION,E,24000,19.69,1,0.29,N,3,614.0834756,4,614,,
25,95000,RENT,9,VENTURE,A,24000,6.54,0,0.25,N,4,28391.39083,7,283,,
21,18000,OWN,3,HOMEIMPROVEMENT,D,4900,14.54,1,0.27,Y,4,85823.34879,4,858,,
21,18000,OWN,,EDUCATION,B,5000,11.11,1,0.28,N,2,24148.71362,4,241,,
26,100000,RENT,5,PERSONAL,C,24000,12.73,0,0.24,N,4,66027.55423,2,660,,
24,110000,RENT,7,VENTURE,D,24000,15.62,0,0.22,N,4,21195.23911,8,211,,
24,18000,OWN,0,HOMEIMPROVEMENT,A,6250,6.54,1,0.35,N,4,38221.70196,4,382,,
22,98000,RENT,7,DEBTCONSOLIDATION,F,24000,,1,0.24,Y,2,54726.6459,9,547,,
26,103872,RENT,6,DEBTCONSOLIDATION,G,24000,20.03,1,0.23,N,4,2024.037019,1,202,,
22,120000,RENT,4,EDUCATION,B,24000,9.91,0,0.2,N,4,16036.40288,2,160,,
24,120000,RENT,1,VENTURE,B,24000,12.69,0,0.2,N,4,90338.17372,7,903,,
26,108000,RENT,9,EDUCATION,G,24000,20.16,1,0.22,N,3,2618.110853,4,261,,
24,124080,RENT,4,PERSONAL,D,24000,16.49,0,0.19,Y,4,6078.441719,3,607,,
23,18000,MORTGAGE,1,MEDICAL,D,2500,15.95,1,0.14,N,2,50939.17713,4,509,,
24,130000,RENT,7,DEBTCONSOLIDATION,B,24000,11.49,0,0.18,N,3,2886.728035,9,288,,
25,135000,RENT,8,PERSONAL,B,24000,10.99,0,0.18,N,2,57431.61892,6,574,,
24,135000,RENT,4,HOMEIMPROVEMENT,C,24000,13.79,0,0.18,N,2,4385.951544,4,438,,
23,114750,RENT,2,MEDICAL,G,24000,20.03,1,0.18,Y,3,21533.23055,1,215,,
23,150000,RENT,0,EDUCATION,A,24000,7.49,0,0.16,N,4,40212.29546,8,402,,
23,138000,RENT,7,DEBTCONSOLIDATION,D,24000,16,1,0.17,Y,2,17843.26814,7,178,,
24,18000,OWN,6,PERSONAL,A,13000,7.88,1,0.72,N,3,57156.23181,3,571,,
21,18000,OWN,0,VENTURE,B,6250,10.62,1,0.35,N,4,6887.128915,9,688,,
26,155000,RENT,7,DEBTCONSOLIDATION,B,24000,10.99,0,0.15,N,4,28193.35188,3,281,,
26,148000,RENT,1,EDUCATION,F,24000,18.3,1,0.16,N,2,33919.61144,5,339,,
26,170000,RENT,3,DEBTCONSOLIDATION,C,24000,,0,0.14,Y,2,87303.41211,2,873,,
21,18000,OWN,1,PERSONAL,B,2500,11.36,0,0.14,N,3,60890.93355,2,608,,
24,43896,RENT,8,HOMEIMPROVEMENT,B,23975,,1,0.55,N,2,87470.43307,8,874,,
23,120000,RENT,4,MEDICAL,C,23750,13.47,0,0.2,N,2,32583.65334,7,325,,
24,54996,RENT,2,PERSONAL,B,23600,11.89,1,0.43,N,3,76795.71794,1,767,,
24,18000,MORTGAGE,0,DEBTCONSOLIDATION,B,10000,12.18,1,0.56,N,2,16112.98923,4,161,,
25,102000,RENT,9,DEBTCONSOLIDATION,C,23600,13.49,0,0.23,N,4,17845.55614,5,178,,
23,75000,RENT,3,PERSONAL,E,23575,14.5,1,0.31,N,4,66457.82538,6,664,,
22,18000,OWN,2,MEDICAL,C,4000,,1,0.22,N,2,16953.82189,3,169,,
22,18000,OWN,1,MEDICAL,D,5400,15.31,1,0.3,Y,2,713.6017825,5,713,,
25,18000,MORTGAGE,1,MEDICAL,B,4000,,1,0.22,N,3,48740.43823,9,487,,
21,18000,OWN,5,VENTURE,B,3375,,1,0.19,N,2,12157.72704,8,121,,
22,66960,RENT,1,VENTURE,A,23400,7.49,1,0.35,N,2,79673.7059,3,796,,
22,43385,RENT,7,PERSONAL,C,23000,,1,0.53,N,3,87168.3199,9,871,,
25,56544,RENT,3,EDUCATION,B,23000,,1,0.41,N,2,71019.49495,7,710,,
23,60000,RENT,2,VENTURE,B,23000,12.18,1,0.38,N,4,17685.55616,5,176,,
24,18000,MORTGAGE,3,VENTURE,C,1200,11.34,0,0.07,Y,4,83051.23112,8,830,,
25,63208,RENT,9,EDUCATION,B,23000,9.91,1,0.36,N,3,91923.15557,8,919,,
24,65000,RENT,0,HOMEIMPROVEMENT,B,23000,11.99,1,0.35,N,4,98016.27398,8,980,,
23,68000,RENT,7,EDUCATION,B,23000,9.62,1,0.34,N,2,73688.24012,6,736,,
22,18000,OWN,1,DEBTCONSOLIDATION,B,3000,9.96,1,0.17,N,3,76872.8548,5,768,,
25,80000,RENT,9,VENTURE,C,23000,,0,0.29,N,2,71267.61581,4,712,,
24,88000,RENT,1,VENTURE,D,23000,14.54,1,0.26,N,2,50076.69592,1,500,,
22,58600,RENT,5,MEDICAL,B,22750,11.36,1,0.39,N,4,62358.88428,6,623,,
23,70000,RENT,7,DEBTCONSOLIDATION,C,22500,14.27,1,0.32,N,2,47458.16179,9,474,,
24,18287,OWN,3,HOMEIMPROVEMENT,B,3000,11.99,1,0.16,N,3,89970.92341,5,899,,
26,69846,RENT,2,EDUCATION,F,22500,18.99,1,0.32,Y,2,15330.74227,3,153,,
24,73000,RENT,0,VENTURE,E,22400,16.7,1,0.31,Y,4,78824.70938,3,788,,
24,18500,MORTGAGE,8,PERSONAL,A,5000,9.32,1,0.27,N,3,50044.54119,1,500,,
23,35000,RENT,2,DEBTCONSOLIDATION,B,22250,12.69,1,0.64,N,3,8495.601781,5,849,,
25,43000,RENT,9,HOMEIMPROVEMENT,C,22000,13.11,1,0.51,N,2,18776.80323,4,187,,
25,52000,RENT,4,PERSONAL,B,22000,10.74,1,0.42,N,2,52647.10972,4,526,,
21,18701,MORTGAGE,0,PERSONAL,D,4200,14.11,1,0.22,Y,4,6327.501525,8,632,,
22,57000,RENT,6,EDUCATION,B,22000,9.63,1,0.39,N,3,6208.389432,1,620,,
25,58000,RENT,0,MEDICAL,C,22000,14.65,1,0.38,N,2,61970.31775,1,619,,
23,60000,RENT,6,DEBTCONSOLIDATION,B,22000,10.25,1,0.37,N,4,39584.24338,4,395,,
24,60000,RENT,3,VENTURE,C,22000,14.26,1,0.37,Y,2,83885.37793,2,838,,
25,18840,MORTGAGE,5,EDUCATION,B,3000,9.91,1,0.16,N,2,64622.37827,5,646,,
26,56000,RENT,7,MEDICAL,E,22000,17.19,1,0.39,N,3,14771.15618,4,147,,
22,70000,RENT,3,EDUCATION,B,22000,11.36,1,0.31,N,4,73330.17413,2,733,,
22,66000,RENT,1,EDUCATION,F,22000,,1,0.33,N,2,70368.07333,8,703,,
23,74064,RENT,3,DEBTCONSOLIDATION,B,22000,10.59,0,0.3,N,3,19171.51957,2,191,,
24,76597,RENT,5,EDUCATION,B,22000,9.25,0,0.29,N,2,57878.40555,5,578,,
22,19000,OWN,6,MEDICAL,A,3625,8.49,1,0.19,N,3,36715.78939,6,367,,
26,77000,RENT,0,VENTURE,A,22000,6.54,0,0.29,N,3,94864.27508,3,948,,
21,19000,OWN,5,MEDICAL,A,6000,8.49,1,0.32,N,3,79563.32583,2,795,,
24,80000,RENT,0,MEDICAL,A,22000,,0,0.28,N,4,46754.91737,9,467,,
26,82600,RENT,10,VENTURE,B,22000,12.69,0,0.27,N,2,95225.30172,9,952,,
24,19000,OWN,3,MEDICAL,C,7400,13.85,1,0.39,N,2,31603.07285,3,316,,
25,19000,OWN,3,DEBTCONSOLIDATION,A,4000,7.4,1,0.21,N,3,82147.97397,2,821,,
23,84000,RENT,3,DEBTCONSOLIDATION,B,22000,11.71,0,0.26,N,4,30778.02352,8,307,,
25,77650,RENT,8,PERSONAL,B,22000,11.48,1,0.28,N,3,35342.14113,9,353,,
25,82000,RENT,1,EDUCATION,E,22000,17.51,1,0.27,N,2,50597.60405,7,505,,
21,19012,MORTGAGE,0,DEBTCONSOLIDATION,D,3500,14.61,1,0.18,N,3,77646.43718,9,776,,
23,99996,RENT,3,DEBTCONSOLIDATION,A,22000,7.88,0,0.22,N,4,14349.24553,7,143,,
23,110000,RENT,0,PERSONAL,B,22000,,0,0.2,N,3,15160.23057,2,151,,
22,19200,MORTGAGE,6,PERSONAL,B,4950,11.71,1,0.26,N,2,19935.07137,9,199,,
25,57000,RENT,4,PERSONAL,B,21700,11.99,1,0.38,N,2,94320.04149,4,943,,
24,54000,RENT,5,VENTURE,C,21600,13.49,1,0.4,N,2,39085.84311,5,390,,
23,56000,RENT,8,MEDICAL,G,21600,21.21,1,0.39,Y,4,44790.72561,6,447,,
26,63000,RENT,2,DEBTCONSOLIDATION,C,21600,14.35,1,0.34,Y,3,60582.96144,7,605,,
22,82000,RENT,3,PERSONAL,C,21600,13.61,0,0.26,Y,3,47842.65482,4,478,,
22,78000,RENT,6,DEBTCONSOLIDATION,B,21600,11.26,1,0.28,N,3,1178.698737,8,117,,
22,19200,OWN,0,VENTURE,B,2400,10.59,0,0.13,N,3,92410.15174,8,924,,
24,112140,RENT,8,MEDICAL,A,21600,7.9,0,0.19,N,2,5398.15,2,539,,
24,19200,MORTGAGE,,HOMEIMPROVEMENT,A,7000,5.99,1,0.36,N,4,89882.53627,1,898,,
25,19200,OWN,4,EDUCATION,B,3000,11.99,1,0.16,N,4,99309.1582,6,993,,
24,59000,RENT,5,MEDICAL,D,21500,16.89,1,0.36,N,3,8784.421685,1,878,,
24,70000,RENT,5,HOMEIMPROVEMENT,B,21500,9.99,1,0.31,N,3,34890.15572,7,348,,
24,116000,RENT,5,EDUCATION,D,21500,15.33,0,0.19,Y,3,65139.94561,7,651,,
25,60000,RENT,5,EDUCATION,A,21450,7.29,1,0.36,N,4,62797.18588,7,627,,
22,31000,RENT,5,DEBTCONSOLIDATION,B,21250,12.42,1,0.69,N,3,51517.71928,7,515,,
